AA;MM;DD;HH;NM;MM;MA;Procedencia
2024;4;10;6;438.7;-12.9;451.6;1
2024;4;10;7;340.3;-13.1;353.4;1
2024;4;10;8;222.4;-13.7;236.1;1
2024;4;10;9;119.5;-15.2;134.7;1
2024;4;10;10;67.6;-13.4;81;1
2024;4;10;11;75.1;-11.6;86.7;1
2024;4;10;12;132.2;-11.7;143.9;1
2024;4;10;13;224.1;-12.4;236.5;1
2024;4;10;14;327.8;-14.6;342.4;1
2024;4;10;15;418.1;-16.1;434.2;1
2024;4;10;16;472;-16.1;488.1;1
2024;4;10;17;476.4;-17.5;493.9;1
2024;4;10;18;433.5;-20;453.5;1
2024;4;10;19;353.6;-19.4;373;1
2024;4;10;20;248.1;-18.4;266.5;1
2024;4;10;21;143;-19.3;162.3;1
2024;4;10;22;74.9;-18.7;93.6;1
2024;4;10;23;63;-16.5;79.5;1
2024;4;11;0;103.8;-15.2;119;1
2024;4;11;1;186.2;-13.4;199.6;1
2024;4;11;2;289.5;-13.4;302.9;1
2024;4;11;3;390.8;-12.6;403.4;1
2024;4;11;4;464.3;-10.4;474.7;1
2024;4;11;5;489;-11.9;500.9;1
2024;4;11;6;463.8;-15.7;479.5;1
2024;4;11;7;397;-17.7;414.7;1
2024;4;11;8;299.9;-17.3;317.2;1
2024;4;11;9;194.4;-16.5;210.9;1
2024;4;11;10;114.3;-15.3;129.6;1
2024;4;11;11;84.7;-13;97.7;1
2024;4;11;12;108.5;-11.3;119.8;1
2024;4;11;13;175;-10.1;185.1;1
2024;4;11;14;266.1;-10.5;276.6;1
2024;4;11;15;360;-11.6;371.6;1
2024;4;11;16;432.8;-12.1;444.9;1
2024;4;11;17;466.7;-12.7;479.4;1
2024;4;11;18;457.8;-12.9;470.7;1
2024;4;11;19;409.3;-12.9;422.2;1
2024;4;11;20;328.1;-12.4;340.5;1
2024;4;11;21;228.9;-13.1;242;1
2024;4;11;22;139.9;-14.6;154.5;1
2024;4;11;23;91.1;-14.2;105.3;1
2024;4;12;0;93.5;-12.6;106.1;1
2024;4;12;1;140.7;-11.8;152.5;1
2024;4;12;2;219.5;-12;231.5;1
2024;4;12;3;312.6;-11.3;323.9;1
2024;4;12;4;395.7;-10.4;406.1;1
2024;4;12;5;446.4;-11.1;457.5;1
2024;4;12;6;455.2;-13.4;468.6;1
2024;4;12;7;424.4;-15.1;439.5;1
2024;4;12;8;360.7;-14.1;374.8;1
2024;4;12;9;274.2;-12.6;286.8;1
2024;4;12;10;188.2;-11.5;199.7;1
2024;4;12;11;131.7;-10.1;141.8;1
2024;4;12;12;119.4;-9.8;129.2;1
2024;4;12;13;151;-10.4;161.4;1
2024;4;12;14;216.5;-10.5;227;1
2024;4;12;15;297.4;-11.6;309;1
2024;4;12;16;373.2;-12.9;386.1;1
2024;4;12;17;426.2;-12.7;438.9;1
2024;4;12;18;443.5;-13.5;457;1
2024;4;12;19;424.2;-15.2;439.4;1
2024;4;12;20;374.5;-15;389.5;1
2024;4;12;21;300.2;-14.5;314.7;1
2024;4;12;22;216.8;-14.6;231.4;1
2024;4;12;23;150;-14;164;1
2024;4;13;0;119.5;-12.7;132.2;1
2024;4;13;1;131.2;-11;142.2;1
2024;4;13;2;178.6;-9.7;188.3;1
2024;4;13;3;248;-9.7;257.7;1
2024;4;13;4;322;-10.7;332.7;1
2024;4;13;5;382.6;-11.4;394;1
2024;4;13;6;415.7;-12;427.7;1
2024;4;13;7;415.4;-13.5;428.9;1
2024;4;13;8;384.8;-13.5;398.3;1
2024;4;13;9;328.9;-11.8;340.7;1
2024;4;13;10;258.7;-10.3;269;1
2024;4;13;11;194.8;-9.5;204.3;1
2024;4;13;12;157.1;-10.2;167.3;1
2024;4;13;13;157.5;-9.9;167.4;1
2024;4;13;14;192.5;-9.6;202.1;1
2024;4;13;15;249.4;-11.2;260.6;1
2024;4;13;16;315;-12;327;1
2024;4;13;17;373;-11.4;384.4;1
2024;4;13;18;407.3;-12.3;419.6;1
2024;4;13;19;413.2;-14.1;427.3;1
2024;4;13;20;394.2;-13.2;407.4;1
2024;4;13;21;350.6;-12.1;362.7;1
2024;4;13;22;288.9;-11.8;300.7;1
2024;4;13;23;225;-10.8;235.8;1
2024;4;14;0;176.3;-10.3;186.6;1
2024;4;14;1;157.6;-8.8;166.4;1
2024;4;14;2;172.2;-6.5;178.7;1
2024;4;14;3;211.9;-6;217.9;1
2024;4;14;4;265.3;-7.3;272.6;1
2024;4;14;5;319.9;-8.2;328.1;1
2024;4;14;6;361.6;-9.6;371.2;1
2024;4;14;7;381.2;-12;393.2;1
2024;4;14;8;378.1;-12.8;390.9;1
2024;4;14;9;353.5;-11.2;364.7;1
2024;4;14;10;309.7;-9.9;319.6;1
2024;4;14;11;258.3;-8.2;266.5;1
2024;4;14;12;213.7;-7.8;221.5;1
2024;4;14;13;189.8;-8.7;198.5;1
2024;4;14;14;194;-9.3;203.3;1
2024;4;14;15;225.3;-8.2;233.5;1
2024;4;14;16;272.1;-7.4;279.5;1
2024;4;14;17;321.1;-7.7;328.8;1
2024;4;14;18;362.1;-7.4;369.5;1
2024;4;14;19;385.6;-8.2;393.8;1
2024;4;14;20;388.7;-9.3;398;1
2024;4;14;21;372.5;-9.2;381.7;1
2024;4;14;22;338;-9;347;1
2024;4;14;23;290;-9.9;299.9;1
2024;4;15;0;241.3;-10.2;251.5;1
2024;4;15;1;205;-9.5;214.5;1
2024;4;15;2;190.5;-8.3;198.8;1
2024;4;15;3;199.6;-7.5;207.1;1
2024;4;15;4;227.4;-7.7;235.1;1
2024;4;15;5;266.4;-7.5;273.9;1
2024;4;15;6;304.9;-8.4;313.3;1
2024;4;15;7;333.7;-11;344.7;1
2024;4;15;8;350;-12.3;362.3;1
2024;4;15;9;351.1;-11.5;362.6;1
2024;4;15;10;333.9;-11.4;345.3;1
2024;4;15;11;302.5;-11.6;314.1;1
2024;4;15;12;265.3;-11.7;277;1
2024;4;15;13;232.4;-12.2;244.6;1
2024;4;15;14;214.5;-12.4;226.9;1
2024;4;15;15;217.1;-12;229.1;1
2024;4;15;16;238.4;-11.4;249.8;1
2024;4;15;17;272.1;-10.1;282.2;1
2024;4;15;18;308.3;-9.3;317.6;1
2024;4;15;19;338.9;-9.4;348.3;1
2024;4;15;20;359;-10.1;369.1;1
2024;4;15;21;365.5;-10.6;376.1;1
2024;4;15;22;357.4;-10.1;367.5;1
2024;4;15;23;334.7;-9.4;344.1;1
2024;4;16;0;299.7;-10;309.7;1
2024;4;16;1;261.1;-10.5;271.6;1
2024;4;16;2;229.9;-9.4;239.3;1
2024;4;16;3;212.4;-9;221.4;1
2024;4;16;4;212;-9.5;221.5;1
2024;4;16;5;228.3;-9.3;237.6;1
2024;4;16;6;255.5;-8.5;264;1
2024;4;16;7;285.7;-8.6;294.3;1
2024;4;16;8;313.1;-9.2;322.3;1
2024;4;16;9;332.1;-10.1;342.2;1
2024;4;16;10;339;-10.3;349.3;1
2024;4;16;11;332.9;-9.2;342.1;1
2024;4;16;12;313.3;-8.7;322;1
2024;4;16;13;284.6;-9.3;293.9;1
2024;4;16;14;255.6;-9.7;265.3;1
2024;4;16;15;235.5;-9.7;245.2;1
2024;4;16;16;230;-9.7;239.7;1
2024;4;16;17;240.4;-9.5;249.9;1
2024;4;16;18;263.7;-8.1;271.8;1
2024;4;16;19;293.4;-6.5;299.9;1
2024;4;16;20;322.8;-5.9;328.7;1
2024;4;16;21;345.3;-7.4;352.7;1
2024;4;16;22;357.9;-8.5;366.4;1
2024;4;16;23;358.3;-8.2;366.5;1
2024;4;17;0;344.6;-7.2;351.8;1
2024;4;17;1;317.1;-7.1;324.2;1
2024;4;17;2;280.7;-7.9;288.6;1
2024;4;17;3;246.1;-7.7;253.8;1
2024;4;17;4;221;-8.1;229.1;1
2024;4;17;5;211.2;-9.1;220.3;1
2024;4;17;6;218.4;-9.5;227.9;1
2024;4;17;7;239.2;-9.6;248.8;1
2024;4;17;8;269.1;-9.3;278.4;1
2024;4;17;9;300.9;-9.4;310.3;1
2024;4;17;10;327.3;-9.8;337.1;1
2024;4;17;11;342.9;-9.3;352.2;1
2024;4;17;12;343;-9.2;352.2;1
2024;4;17;13;326.8;-10;336.8;1
2024;4;17;14;297.7;-11.4;309.1;1
2024;4;17;15;264.9;-11.5;276.4;1
2024;4;17;16;237.6;-11.1;248.7;1
2024;4;17;17;223.2;-11.2;234.4;1
2024;4;17;18;226.7;-10.4;237.1;1
2024;4;17;19;245.9;-9.1;255;1
2024;4;17;20;275.1;-8.7;283.8;1
2024;4;17;21;307.8;-9.9;317.7;1
2024;4;17;22;337.9;-11.2;349.1;1
2024;4;17;23;359.6;-10.9;370.5;1
2024;4;18;0;366.6;-10;376.6;1
2024;4;18;1;355.6;-9.3;364.9;1
2024;4;18;2;326.9;-9.3;336.2;1
2024;4;18;3;286.4;-9.4;295.8;1
2024;4;18;4;244.6;-9;253.6;1
2024;4;18;5;211.6;-9.5;221.1;1
2024;4;18;6;196;-10.5;206.5;1
2024;4;18;7;200.4;-11.8;212.2;1
2024;4;18;8;224.6;-11.3;235.9;1
2024;4;18;9;262.5;-9.6;272.1;1
2024;4;18;10;302.5;-10.3;312.8;1
2024;4;18;11;336.4;-11.2;347.6;1
2024;4;18;12;356.8;-11.1;367.9;1
2024;4;18;13;358.4;-10.5;368.9;1
2024;4;18;14;339.5;-10.6;350.1;1
2024;4;18;15;304.1;-11.2;315.3;1
2024;4;18;16;261.7;-11.5;273.2;1
2024;4;18;17;225.2;-11.4;236.6;1
2024;4;18;18;204.9;-11.6;216.5;1
2024;4;18;19;205.4;-12.7;218.1;1
2024;4;18;20;226.1;-13.8;239.9;1
2024;4;18;21;262.3;-14;276.3;1
2024;4;18;22;305.2;-14.5;319.7;1
2024;4;18;23;344.7;-14.9;359.6;1
2024;4;19;0;372.2;-13.8;386;1
2024;4;19;1;379.8;-12.5;392.3;1
2024;4;19;2;364;-12.2;376.2;1
2024;4;19;3;327.8;-11.7;339.5;1
2024;4;19;4;278.8;-10.4;289.2;1
2024;4;19;5;228.6;-9.6;238.2;1
2024;4;19;6;190.9;-9.9;200.8;1
2024;4;19;7;175.3;-11.6;186.9;1
2024;4;19;8;186.3;-12.3;198.6;1
2024;4;19;9;220.3;-11.9;232.2;1
2024;4;19;10;268.2;-11.7;279.9;1
2024;4;19;11;318.9;-11.5;330.4;1
2024;4;19;12;359.8;-10.5;370.3;1
2024;4;19;13;379.7;-9.9;389.6;1
2024;4;19;14;373.8;-10.1;383.9;1
2024;4;19;15;343.6;-11;354.6;1
2024;4;19;16;295.1;-12.5;307.6;1
2024;4;19;17;242;-12.8;254.8;1
2024;4;19;18;199.7;-12.6;212.3;1
2024;4;19;19;179.6;-13.4;193;1
2024;4;19;20;186.6;-14.6;201.2;1
2024;4;19;21;218.8;-14.7;233.5;1
2024;4;19;22;268;-14;282;1
2024;4;19;23;321.7;-14.1;335.8;1
2024;4;20;0;367.5;-13.9;381.4;1
2024;4;20;1;393.5;-13.5;407;1
2024;4;20;2;393.1;-13.3;406.4;1
2024;4;20;3;366.8;-12.5;379.3;1
2024;4;20;4;318.4;-11.2;329.6;1
2024;4;20;5;257.6;-10.4;268;1
2024;4;20;6;200.7;-10.4;211.1;1
2024;4;20;7;164.2;-11.1;175.3;1
2024;4;20;8;158.3;-11.6;169.9;1
2024;4;20;9;182.2;-12.3;194.5;1
2024;4;20;10;228.9;-13.6;242.5;1
2024;4;20;11;288.4;-14.3;302.7;1
2024;4;20;12;345.9;-14;359.9;1
2024;4;20;13;385.5;-13;398.5;1
2024;4;20;14;396.7;-12.3;409;1
2024;4;20;15;378.2;-11.8;390;1
2024;4;20;16;333.8;-11.8;345.6;1
2024;4;20;17;272.7;-12.3;285;1
2024;4;20;18;212.4;-12.1;224.5;1
2024;4;20;19;171.4;-11.4;182.8;1
2024;4;20;20;160.3;-11.8;172.1;1
2024;4;20;21;181;-12.6;193.6;1
2024;4;20;22;227.9;-12.5;240.4;1
2024;4;20;23;288.5;-13.4;301.9;1
2024;4;21;0;348.9;-14.5;363.4;1
2024;4;21;1;394;-14.6;408.6;1
2024;4;21;2;411.7;-14.3;426;1
2024;4;21;3;398.9;-13.2;412.1;1
2024;4;21;4;357.2;-12.2;369.4;1
2024;4;21;5;293.5;-12;305.5;1
2024;4;21;6;223.6;-11.7;235.3;1
2024;4;21;7;167.1;-11.9;179;1
2024;4;21;8;139.8;-13.2;153;1
2024;4;21;9;149.3;-13.8;163.1;1
2024;4;21;10;191.4;-13.4;204.8;1
2024;4;21;11;253.8;-14.3;268.1;1
2024;4;21;12;322.6;-15.1;337.7;1
2024;4;21;13;379.6;-15.3;394.9;1
2024;4;21;14;408.2;-15.9;424.1;1
2024;4;21;15;403.9;-15.4;419.3;1
2024;4;21;16;367.8;-15;382.8;1
2024;4;21;17;306.9;-15;321.9;1
2024;4;21;18;235.8;-14.7;250.5;1
2024;4;21;19;173.8;-15.2;189;1
2024;4;21;20;141.2;-15.2;156.4;1
2024;4;21;21;146.3;-14.9;161.2;1
2024;4;21;22;184;-15.7;199.7;1
2024;4;21;23;245.4;-16.5;261.9;1
2024;4;22;0;316.8;-16.8;333.6;1
2024;4;22;1;379.2;-17.2;396.4;1
2024;4;22;2;415.9;-17.6;433.5;1
2024;4;22;3;419.3;-16.9;436.2;1
2024;4;22;4;388.8;-16.1;404.9;1
2024;4;22;5;329.5;-15.9;345.4;1
2024;4;22;6;253.1;-16.4;269.5;1
2024;4;22;7;179.5;-17.7;197.2;1
2024;4;22;8;131.9;-18.4;150.3;1
2024;4;22;9;123.8;-17.8;141.6;1
2024;4;22;10;154;-17.2;171.2;1
2024;4;22;11;214.3;-16.5;230.8;1
2024;4;22;12;290.5;-15.9;306.4;1
2024;4;22;13;362.7;-15.9;378.6;1
2024;4;22;14;410.8;-16.5;427.3;1
2024;4;22;15;423.1;-17.1;440.2;1
2024;4;22;16;399.6;-16.6;416.2;1
2024;4;22;17;345.7;-15.5;361.2;1
2024;4;22;18;271.5;-14.9;286.4;1
2024;4;22;19;196;-14.5;210.5;1
2024;4;22;20;142.3;-14.3;156.6;1
2024;4;22;21;126.5;-14.1;140.6;1
2024;4;22;22;150.8;-13.8;164.6;1
2024;4;22;23;206.8;-13.8;220.6;1
2024;4;23;0;280.9;-14.5;295.4;1
2024;4;23;1;355.9;-15.2;371.1;1
2024;4;23;2;411.5;-15.7;427.2;1
2024;4;23;3;432.6;-16.5;449.1;1
2024;4;23;4;417.5;-15.7;433.2;1
2024;4;23;5;369.4;-14.2;383.6;1
2024;4;23;6;294.7;-14.8;309.5;1
2024;4;23;7;212.7;-15.1;227.8;1
2024;4;23;8;148.1;-14.3;162.4;1
2024;4;23;9;120.1;-12.7;132.8;1
2024;4;23;10;134.9;-10.7;145.6;1
2024;4;23;11;186.4;-8.8;195.2;1
2024;4;23;12;262.4;-7.2;269.6;1
2024;4;23;13;344.7;-6.3;351;1
2024;4;23;14;410.7;-6.4;417.1;1
2024;4;23;15;442.3;-7.5;449.8;1
2024;4;23;16;433.6;-8.9;442.5;1
2024;4;23;17;388.4;-10.5;398.9;1
2024;4;23;18;316.8;-11;327.8;1
2024;4;23;19;234;-10.8;244.8;1
2024;4;23;20;162.7;-10.5;173.2;1
2024;4;23;21;125.2;-9.9;135.1;1
2024;4;23;22;130;-9.8;139.8;1
2024;4;23;23;172.5;-10.6;183.1;1
2024;4;24;0;243.2;-10.5;253.7;1
2024;4;24;1;324.3;-10.9;335.2;1
2024;4;24;2;394.7;-12;406.7;1
2024;4;24;3;435.8;-12.7;448.5;1
2024;4;24;4;438.3;-12.9;451.2;1
2024;4;24;5;403.8;-12.5;416.3;1
2024;4;24;6;338.4;-12.3;350.7;1
2024;4;24;7;254.7;-12.8;267.5;1
2024;4;24;8;176.5;-12.3;188.8;1
2024;4;24;9;127.7;-11.1;138.8;1
2024;4;24;10;121.5;-9.9;131.4;1
2024;4;24;11;157.2;-8.6;165.8;1
2024;4;24;12;224.4;-7.6;232;1
2024;4;24;13;307.1;-7.8;314.9;1
2024;4;24;14;384.6;-8.8;393.4;1
2024;4;24;15;435.5;-9.8;445.3;1
2024;4;24;16;447.2;-10.6;457.8;1
2024;4;24;17;419.9;-10.4;430.3;1
2024;4;24;18;360.9;-8.8;369.7;1
2024;4;24;19;280.4;-7.5;287.9;1
2024;4;24;20;197.9;-7.2;205.1;1
2024;4;24;21;139.4;-6.8;146.2;1
2024;4;24;22;123.1;-5.6;128.7;1
2024;4;24;23;150.2;-3.9;154.1;1
2024;4;25;0;210.7;-2.9;213.6;1
2024;4;25;1;290.3;-2.8;293.1;1
2024;4;25;2;370.3;-3.2;373.5;1
2024;4;25;3;429.2;-3.7;432.9;1
2024;4;25;4;452.4;-3.5;455.9;1
2024;4;25;5;436.3;-2.9;439.2;1
2024;4;25;6;385.6;-2.4;388;1
2024;4;25;7;310.1;-1.6;311.7;1
2024;4;25;8;227.4;-0.2;227.6;1
2024;4;25;9;161.4;0.7;160.7;1
2024;4;25;10;132.9;1.2;131.7;1
2024;4;25;11;149.1;2.4;146.7;1
2024;4;25;12;203.4;4.5;198.9;1
2024;4;25;13;280.8;5.4;275.4;1
2024;4;25;14;362.8;4.4;358.4;1
2024;4;25;15;428.5;2.9;425.6;1
2024;4;25;16;460.5;2.1;458.4;1
2024;4;25;17;452.9;2.2;450.7;1
2024;4;25;18;409.9;3.7;406.2;1
2024;4;25;19;339.5;5.5;334;1
2024;4;25;20;255.6;6.6;249;1
2024;4;25;21;181.7;7;174.7;1
2024;4;25;22;141.4;7.1;134.3;1
2024;4;25;23;144.3;6.5;137.8;1
2024;4;26;0;186.3;5.8;180.5;1
2024;4;26;1;256.8;6.6;250.2;1
2024;4;26;2;338.3;7.2;331.1;1
2024;4;26;3;409;6.7;402.3;1
2024;4;26;4;450.6;6;444.6;1
2024;4;26;5;454.5;6;448.5;1
2024;4;26;6;421.8;5.9;415.9;1
2024;4;26;7;360;6.1;353.9;1
2024;4;26;8;281.2;7;274.2;1
2024;4;26;9;205.9;8.1;197.8;1
2024;4;26;10;157.6;8.7;148.9;1
2024;4;26;11;150.1;8.3;141.8;1
2024;4;26;12;182.9;7.8;175.1;1
2024;4;26;13;245.5;7.1;238.4;1
2024;4;26;14;323.9;6.7;317.2;1
2024;4;26;15;398.7;6.6;392.1;1
2024;4;26;16;448.9;6.4;442.5;1
2024;4;26;17;462.6;6.7;455.9;1
2024;4;26;18;439.5;8;431.5;1
2024;4;26;19;385.6;10;375.6;1
2024;4;26;20;309.7;11.1;298.6;1
2024;4;26;21;230.3;12;218.3;1
2024;4;26;22;172.1;13.4;158.7;1
2024;4;26;23;151.6;13.7;137.9;1
2024;4;27;0;172.7;13.8;158.9;1
2024;4;27;1;226.9;14.4;212.5;1
2024;4;27;2;299.7;14.4;285.3;1
2024;4;27;3;373.9;14;359.9;1
2024;4;27;4;430.4;13.8;416.6;1
2024;4;27;5;454.8;13.9;440.9;1
2024;4;27;6;443.5;14.1;429.4;1
2024;4;27;7;399.9;13.2;386.7;1
2024;4;27;8;332.4;11.6;320.8;1
2024;4;27;9;257.4;11.7;245.7;1
2024;4;27;10;197.7;14.3;183.4;1
2024;4;27;11;168.9;14.8;154.1;1
2024;4;27;12;178.6;13.7;164.9;1
2024;4;27;13;222.1;12.5;209.6;1
2024;4;27;14;288;11.7;276.3;1
2024;4;27;15;360;10.5;349.5;1
2024;4;27;16;419.2;8.5;410.7;1
2024;4;27;17;451.2;7.7;443.5;1
2024;4;27;18;449.2;8.1;441.1;1
2024;4;27;19;414.3;8.2;406.1;1
2024;4;27;20;352.3;6.7;345.6;1
2024;4;27;21;276;5.1;270.9;1
2024;4;27;22;205.9;4.6;201.3;1
2024;4;27;23;162.5;4.4;158.1;1
2024;4;28;0;156.6;3;153.6;1
2024;4;28;1;186.6;1.1;185.5;1
2024;4;28;2;243.5;0.7;242.8;1
2024;4;28;3;311.6;0.2;311.4;1
2024;4;28;4;372.8;-1.5;374.3;1
2024;4;28;5;412.1;-3.1;415.2;1
2024;4;28;6;421.3;-3.8;425.1;1
2024;4;28;7;400.9;-3.5;404.4;1
2024;4;28;8;355;-3.3;358.3;1
2024;4;28;9;290.5;-5.1;295.6;1
2024;4;28;10;226;-5.2;231.2;1
2024;4;28;11;182;-3.1;185.1;1
2024;4;28;12;169.4;-2.5;171.9;1
2024;4;28;13;189.7;-4;193.7;1
2024;4;28;14;237.3;-4.6;241.9;1
2024;4;28;15;300.3;-4.3;304.6;1
2024;4;28;16;362.2;-4.9;367.1;1
2024;4;28;17;407.2;-6.3;413.5;1
2024;4;28;18;424.8;-7.5;432.3;1
2024;4;28;19;413;-7.5;420.5;1
2024;4;28;20;373.5;-8.3;381.8;1
2024;4;28;21;312.3;-10.7;323;1
2024;4;28;22;244.9;-11.1;256;1
2024;4;28;23;189;-10;199;1
2024;4;29;0;160;-9.5;169.5;1
2024;4;29;1;165.7;-9.1;174.8;1
2024;4;29;2;200.7;-9.4;210.1;1
2024;4;29;3;254.7;-9.4;264.1;1
2024;4;29;4;313.9;-9.4;323.3;1
2024;4;29;5;363.7;-9.4;373.1;1
2024;4;29;6;392;-9.5;401.5;1
2024;4;29;7;393.8;-9.6;403.4;1
2024;4;29;8;371.3;-9.1;380.4;1
2024;4;29;9;327.4;-10.2;337.6;1
2024;4;29;10;271.7;-11.6;283.3;1
2024;4;29;11;221.1;-10.4;231.5;1
2024;4;29;12;190;-8.7;198.7;1
2024;4;29;13;186;-8.8;194.8;1
2024;4;29;14;210;-9.4;219.4;1
2024;4;29;15;255.4;-8.8;264.2;1
2024;4;29;16;310.3;-8;318.3;1
2024;4;29;17;361.8;-7.2;369;1
2024;4;29;18;397;-7.1;404.1;1
2024;4;29;19;408.4;-7.1;415.5;1
2024;4;29;20;395.4;-6.2;401.6;1
2024;4;29;21;357.7;-7.6;365.3;1
2024;4;29;22;302.3;-10.6;312.9;1
2024;4;29;23;243.6;-11.7;255.3;1
2024;4;30;0;196.9;-11.5;208.4;1
2024;4;30;1;176.8;-9.5;186.3;1
2024;4;30;2;186.6;-7.1;193.7;1
2024;4;30;3;219.4;-6.1;225.5;1
2024;4;30;4;266.5;-5;271.5;1
2024;4;30;5;316.4;-3.7;320.1;1
2024;4;30;6;357.1;-2.8;359.9;1
2024;4;30;7;379.8;-2.4;382.2;1
2024;4;30;8;381.6;-1.7;383.3;1
2024;4;30;9;362.3;-2.1;364.4;1
2024;4;30;10;325.1;-4.2;329.3;1
2024;4;30;11;279.9;-5.1;285;1
2024;4;30;12;238.9;-4.2;243.1;1
2024;4;30;13;213.7;-3.1;216.8;1
2024;4;30;14;209.6;-4.5;214.1;1
2024;4;30;15;229.5;-5;234.5;1
2024;4;30;16;267.9;-3.7;271.6;1
2024;4;30;17;313.3;-3;316.3;1
2024;4;30;18;356.5;-2.2;358.7;1
2024;4;30;19;387.3;-1.8;389.1;1
2024;4;30;20;399;-1.6;400.6;1
2024;4;30;21;389.5;-1.4;390.9;1
2024;4;30;22;359.5;-1.7;361.2;1
2024;4;30;23;311.6;-4.8;316.4;1
2024;5;1;0;258.6;-7.3;265.9;1
2024;5;1;1;215.8;-7.3;223.1;1
2024;5;1;2;194.9;-5.7;200.6;1
2024;5;1;3;199.1;-4;203.1;1
2024;5;1;4;223.8;-3.1;226.9;1
2024;5;1;5;261.5;-2.5;264;1
2024;5;1;6;302.7;-2.4;305.1;1
2024;5;1;7;338.4;-2.9;341.3;1
2024;5;1;8;362;-3;365;1
2024;5;1;9;369.5;-2.4;371.9;1
2024;5;1;10;358.7;-2.5;361.2;1
2024;5;1;11;331.4;-3.3;334.7;1
2024;5;1;12;292.9;-4.5;297.4;1
2024;5;1;13;254.4;-4.5;258.9;1
2024;5;1;14;227.4;-3.6;231;1
2024;5;1;15;219;-3.3;222.3;1
2024;5;1;16;230.9;-3.5;234.4;1
2024;5;1;17;259.9;-3.3;263.2;1
2024;5;1;18;299.5;-2.5;302;1
2024;5;1;19;340.2;-2.5;342.7;1
2024;5;1;20;372.5;-3.6;376.1;1
2024;5;1;21;389.3;-4.9;394.2;1
2024;5;1;22;387.8;-4.8;392.6;1
2024;5;1;23;364.7;-5.8;370.5;1
2024;5;2;0;323.3;-7.5;330.8;1
2024;5;2;1;274.3;-7.2;281.5;1
2024;5;2;2;229.6;-6;235.6;1
2024;5;2;3;200.7;-5.2;205.9;1
2024;5;2;4;194.5;-4.7;199.2;1
2024;5;2;5;209.1;-5.1;214.2;1
2024;5;2;6;240.4;-4.9;245.3;1
2024;5;2;7;280.6;-4.5;285.1;1
2024;5;2;8;320.1;-5;325.1;1
2024;5;2;9;352.4;-4.3;356.7;1
2024;5;2;10;370;-3.3;373.3;1
2024;5;2;11;368.8;-2.7;371.5;1
2024;5;2;12;347.5;-3.2;350.7;1
2024;5;2;13;309.5;-4.9;314.4;1
2024;5;2;14;266.4;-5.2;271.6;1
2024;5;2;15;230.5;-4.6;235.1;1
2024;5;2;16;211;-5;216;1
2024;5;2;17;214;-5;219;1
2024;5;2;18;238.8;-3.9;242.7;1
2024;5;2;19;277.5;-4.4;281.9;1
2024;5;2;20;322.2;-5.9;328.1;1
2024;5;2;21;364.3;-6.4;370.7;1
2024;5;2;22;393.2;-6.2;399.4;1
2024;5;2;23;400.9;-5.8;406.7;1
2024;5;3;0;384.8;-4.8;389.6;1
2024;5;3;1;345.1;-4.7;349.8;1
2024;5;3;2;290.9;-4.2;295.1;1
2024;5;3;3;236.2;-3.4;239.6;1
2024;5;3;4;195;-3.5;198.5;1
2024;5;3;5;178.2;-3.5;181.7;1
2024;5;3;6;187.1;-3.8;190.9;1
2024;5;3;7;217.5;-4.6;222.1;1
2024;5;3;8;262.9;-4.9;267.8;1
2024;5;3;9;313;-4.9;317.9;1
2024;5;3;10;356;-5.4;361.4;1
2024;5;3;11;383.8;-4.5;388.3;1
2024;5;3;12;389.5;-2.7;392.2;1
2024;5;3;13;368.8;-2.4;371.2;1
2024;5;3;14;326;-2.7;328.7;1
2024;5;3;15;272.4;-2.5;274.9;1
2024;5;3;16;223.5;-1.9;225.4;1
2024;5;3;17;193.4;-1.8;195.2;1
2024;5;3;18;190.6;-1.7;192.3;1
2024;5;3;19;214.6;-2.3;216.9;1
2024;5;3;20;259.8;-3.4;263.2;1
2024;5;3;21;317.6;-3.1;320.7;1
2024;5;3;22;373.6;-2.7;376.3;1
2024;5;3;23;413.5;-2.6;416.1;1
2024;5;4;0;427.8;-1.9;429.7;1
2024;5;4;1;411.5;-1.1;412.6;1
2024;5;4;2;365.1;-1.5;366.6;1
2024;5;4;3;298.9;-1.9;300.8;1
2024;5;4;4;230.1;-1.7;231.8;1
2024;5;4;5;178.5;-0.1;178.6;1
2024;5;4;6;155.9;1;154.9;1
2024;5;4;7;164.2;-0.2;164.4;1
2024;5;4;8;200.8;-1.7;202.5;1
2024;5;4;9;258.6;-1.2;259.8;1
2024;5;4;10;323.3;-0.4;323.7;1
2024;5;4;11;379.1;-0.2;379.3;1
2024;5;4;12;413.9;0.8;413.1;1
2024;5;4;13;420;3.1;416.9;1
2024;5;4;14;392.8;3.7;389.1;1
2024;5;4;15;337.8;3.3;334.5;1
2024;5;4;16;270;4.2;265.8;1
2024;5;4;17;208.3;5.6;202.7;1
2024;5;4;18;169.4;4.9;164.5;1
2024;5;4;19;163.2;1.6;161.6;1
2024;5;4;20;193.7;0.3;193.4;1
2024;5;4;21;251.3;-0.6;251.9;1
2024;5;4;22;323.6;-0.2;323.8;1
2024;5;4;23;394.3;1.7;392.6;1
2024;5;5;0;443.5;3;440.5;1
2024;5;5;1;459;3.8;455.2;1
2024;5;5;2;437.1;4.7;432.4;1
2024;5;5;3;381.6;6.3;375.3;1
2024;5;5;4;301.5;6.3;295.2;1
