AA;MM;DD;HH;NM;MM;MA;Procedencia
2024;7;14;3;205.4;6;199.4;1
2024;7;14;4;219.5;6.4;213.1;1
2024;7;14;5;250.7;6.2;244.5;1
2024;7;14;6;290.8;5.5;285.3;1
2024;7;14;7;330.9;6.2;324.7;1
2024;7;14;8;360.2;7.1;353.1;1
2024;7;14;9;370.3;5.8;364.5;1
2024;7;14;10;361.3;4.6;356.7;1
2024;7;14;11;335.3;4.1;331.2;1
2024;7;14;12;298.1;4.4;293.7;1
2024;7;14;13;258;3.8;254.2;1
2024;7;14;14;225.9;2.4;223.5;1
2024;7;14;15;211.9;2;209.9;1
2024;7;14;16;219.9;3.2;216.7;1
2024;7;14;17;246.1;4.1;242;1
2024;7;14;18;283.1;4;279.1;1
2024;7;14;19;323;4.8;318.2;1
2024;7;14;20;355.3;5.8;349.5;1
2024;7;14;21;372.3;6.1;366.2;1
2024;7;14;22;372.1;7;365.1;1
2024;7;14;23;355.1;8.8;346.3;1
2024;7;15;0;323.5;10.2;313.3;1
2024;7;15;1;285;11.3;273.7;1
2024;7;15;2;249;11.5;237.5;1
2024;7;15;3;224.9;11.2;213.7;1
2024;7;15;4;218.9;11;207.9;1
2024;7;15;5;232.4;11.6;220.8;1
2024;7;15;6;259.7;10.3;249.4;1
2024;7;15;7;294.3;7.9;286.4;1
2024;7;15;8;329.2;6.9;322.3;1
2024;7;15;9;355.2;6.3;348.9;1
2024;7;15;10;367.4;7.1;360.3;1
2024;7;15;11;361.3;7.7;353.6;1
2024;7;15;12;337.7;7.7;330;1
2024;7;15;13;302.9;7.9;295;1
2024;7;15;14;265.6;7.8;257.8;1
2024;7;15;15;234.6;6;228.6;1
2024;7;15;16;220.6;5.7;214.9;1
2024;7;15;17;226.6;6.6;220;1
2024;7;15;18;249.2;7.1;242.1;1
2024;7;15;19;283.1;7.8;275.3;1
2024;7;15;20;319.1;8;311.1;1
2024;7;15;21;347.3;6.5;340.8;1
2024;7;15;22;362.9;4.9;358;1
2024;7;15;23;364;5;359;1
2024;7;16;0;348.6;5.7;342.9;1
2024;7;16;1;318;5.2;312.8;1
2024;7;16;2;279.5;4;275.5;1
2024;7;16;3;243.7;3.3;240.4;1
2024;7;16;4;219.5;3;216.5;1
2024;7;16;5;213.2;3.7;209.5;1
2024;7;16;6;225.3;4.5;220.8;1
2024;7;16;7;253;5;248;1
2024;7;16;8;290.6;6.2;284.4;1
2024;7;16;9;327.2;5.8;321.4;1
2024;7;16;10;354.3;4.2;350.1;1
2024;7;16;11;367.5;3.7;363.8;1
2024;7;16;12;363.4;4.6;358.8;1
2024;7;16;13;340.2;4.5;335.7;1
2024;7;16;14;303.4;3.4;300;1
2024;7;16;15;263.5;2.6;260.9;1
2024;7;16;16;231.2;2.3;228.9;1
2024;7;16;17;214.8;2.6;212.2;1
2024;7;16;18;218.4;3.8;214.6;1
2024;7;16;19;240;5.2;234.8;1
2024;7;16;20;273.2;5.7;267.5;1
2024;7;16;21;310;5.5;304.5;1
2024;7;16;22;342.7;5.6;337.1;1
2024;7;16;23;363.6;5.6;358;1
2024;7;17;0;368.1;5.9;362.2;1
2024;7;17;1;354;6.1;347.9;1
2024;7;17;2;323.1;5.5;317.6;1
2024;7;17;3;283.1;5;278.1;1
2024;7;17;4;245.1;5.3;239.8;1
2024;7;17;5;218.5;5.9;212.6;1
2024;7;17;6;209.2;5.8;203.4;1
2024;7;17;7;219.9;5.4;214.5;1
2024;7;17;8;249.9;6.3;243.6;1
2024;7;17;9;290.7;6.7;284;1
2024;7;17;10;332.1;6.1;326;1
2024;7;17;11;365.3;5.9;359.4;1
2024;7;17;12;381.9;6;375.9;1
2024;7;17;13;377.7;6.8;370.9;1
2024;7;17;14;351.8;6.6;345.2;1
2024;7;17;15;309.6;5.2;304.4;1
2024;7;17;16;262.8;3.7;259.1;1
2024;7;17;17;223.9;2.6;221.3;1
2024;7;17;18;203.7;3;200.7;1
2024;7;17;19;205.3;3.6;201.7;1
2024;7;17;20;226.2;2.8;223.4;1
2024;7;17;21;262.5;2.4;260.1;1
2024;7;17;22;305.8;2.9;302.9;1
2024;7;17;23;344.7;2.9;341.8;1
2024;7;18;0;369.9;2.3;367.6;1
2024;7;18;1;376;2;374;1
2024;7;18;2;361.9;3.5;358.4;1
2024;7;18;3;327.8;4.4;323.4;1
2024;7;18;4;280.6;3.2;277.4;1
2024;7;18;5;234;1.5;232.5;1
2024;7;18;6;201.7;0.8;200.9;1
2024;7;18;7;192.6;1.7;190.9;1
2024;7;18;8;206.9;1.7;205.2;1
2024;7;18;9;240.4;-0.2;240.6;1
2024;7;18;10;288;-1.1;289.1;1
2024;7;18;11;338.3;-0.4;338.7;1
2024;7;18;12;377.2;-0.1;377.3;1
2024;7;18;13;395.6;0.6;395;1
2024;7;18;14;388.6;1.7;386.9;1
2024;7;18;15;357;2.7;354.3;1
2024;7;18;16;306.3;2;304.3;1
2024;7;18;17;249.7;0.1;249.6;1
2024;7;18;18;204.4;-0.4;204.8;1
2024;7;18;19;181.6;0.2;181.4;1
2024;7;18;20;185.9;1.4;184.5;1
2024;7;18;21;214.3;2.1;212.2;1
2024;7;18;22;259;1.6;257.4;1
2024;7;18;23;310.6;1.2;309.4;1
2024;7;19;0;357.2;1.2;356;1
2024;7;19;1;387;1.1;385.9;1
2024;7;19;2;392.7;1.4;391.3;1
2024;7;19;3;371.8;1.9;369.9;1
2024;7;19;4;328.2;2.1;326.1;1
2024;7;19;5;271.8;1.6;270.2;1
2024;7;19;6;217.8;0.3;217.5;1
2024;7;19;7;183.1;0.5;182.6;1
2024;7;19;8;176;0.9;175.1;1
2024;7;19;9;197.7;0.7;197;1
2024;7;19;10;244.6;1.7;242.9;1
2024;7;19;11;305.2;3.2;302;1
2024;7;19;12;364.6;4.6;360;1
2024;7;19;13;407;4.6;402.4;1
2024;7;19;14;421.8;3.6;418.2;1
2024;7;19;15;406.8;3.9;402.9;1
2024;7;19;16;363.7;4.5;359.2;1
2024;7;19;17;300;3.1;296.9;1
2024;7;19;18;232.6;1.2;231.4;1
2024;7;19;19;181.8;1.3;180.5;1
2024;7;19;20;160.3;2.8;157.5;1
2024;7;19;21;170;2.9;167.1;1
2024;7;19;22;207.6;2.4;205.2;1
2024;7;19;23;264.6;2.4;262.2;1
2024;7;20;0;328.1;3.1;325;1
2024;7;20;1;382.3;3.9;378.4;1
2024;7;20;2;413.3;4.2;409.1;1
2024;7;20;3;414.2;5;409.2;1
2024;7;20;4;384.1;6;378.1;1
2024;7;20;5;328.5;6.3;322.2;1
2024;7;20;6;260.8;5.6;255.2;1
2024;7;20;7;200.3;4.8;195.5;1
2024;7;20;8;165.3;4.7;160.6;1
2024;7;20;9;165.7;5.4;160.3;1
2024;7;20;10;199.2;5.4;193.8;1
2024;7;20;11;258.5;5.9;252.6;1
2024;7;20;12;330.7;7.6;323.1;1
2024;7;20;13;396.8;8.5;388.3;1
2024;7;20;14;439.1;7.6;431.5;1
2024;7;20;15;447.8;6.6;441.2;1
2024;7;20;16;420.4;5.6;414.8;1
2024;7;20;17;363.3;5.9;357.4;1
2024;7;20;18;287.6;6.3;281.3;1
2024;7;20;19;210.6;4.9;205.7;1
2024;7;20;20;157.2;5.5;151.7;1
2024;7;20;21;140.1;6.3;133.8;1
2024;7;20;22;159.3;5.2;154.1;1
2024;7;20;23;210.2;4.8;205.4;1
2024;7;21;0;280.4;5;275.4;1
2024;7;21;1;352.5;4.6;347.9;1
2024;7;21;2;408.7;3.7;405;1
2024;7;21;3;435.2;3.1;432.1;1
2024;7;21;4;426.1;3.3;422.8;1
2024;7;21;5;382.8;3.6;379.2;1
2024;7;21;6;312.9;2.6;310.3;1
2024;7;21;7;234.3;1.3;233;1
2024;7;21;8;171.1;1.5;169.6;1
2024;7;21;9;141.8;2.3;139.5;1
2024;7;21;10;152.8;2.3;150.5;1
2024;7;21;11;199.6;1.7;197.9;1
2024;7;21;12;271.8;1.6;270.2;1
2024;7;21;13;353.4;2.6;350.8;1
2024;7;21;14;422.9;2.7;420.2;1
2024;7;21;15;461.2;1.3;459.9;1
2024;7;21;16;460.9;1.2;459.7;1
2024;7;21;17;421.9;2.1;419.8;1
2024;7;21;18;349.7;2;347.7;1
2024;7;21;19;259.7;1;258.7;1
2024;7;21;20;176.7;0.7;176;1
2024;7;21;21;123.9;0.1;123.8;1
2024;7;21;22;114.1;-1.2;115.3;1
2024;7;21;23;147.2;-1.8;149;1
2024;7;22;0;211.6;-2.6;214.2;1
2024;7;22;1;292;-3.7;295.7;1
2024;7;22;2;370.4;-4.2;374.6;1
2024;7;22;3;425.6;-4.9;430.5;1
2024;7;22;4;443.9;-5.5;449.4;1
2024;7;22;5;423;-5.2;428.2;1
2024;7;22;6;367;-4.4;371.4;1
2024;7;22;7;285.8;-4.8;290.6;1
2024;7;22;8;201.1;-5.2;206.3;1
2024;7;22;9;139.4;-4.9;144.3;1
2024;7;22;10;118.9;-4.8;123.7;1
2024;7;22;11;142.5;-6;148.5;1
2024;7;22;12;202.9;-7.1;210;1
2024;7;22;13;286.7;-7.3;294;1
2024;7;22;14;374.2;-7.3;381.5;1
2024;7;22;15;442.3;-8.2;450.5;1
2024;7;22;16;473.3;-9.1;482.4;1
2024;7;22;17;461.1;-8.9;470;1
2024;7;22;18;408.6;-7.6;416.2;1
2024;7;22;19;324.8;-6;330.8;1
2024;7;22;20;226.5;-5.6;232.1;1
2024;7;22;21;142.1;-5.4;147.5;1
2024;7;22;22;97.3;-5.1;102.4;1
2024;7;22;23;100.9;-5.5;106.4;1
2024;7;23;0;147.6;-6.2;153.8;1
2024;7;23;1;223.5;-7.4;230.9;1
2024;7;23;2;311.3;-8.9;320.2;1
2024;7;23;3;391.1;-8.8;399.9;1
2024;7;23;4;441.2;-8.1;449.3;1
2024;7;23;5;449;-8.1;457.1;1
2024;7;23;6;416.2;-7.2;423.4;1
2024;7;23;7;348.5;-6.5;355;1
2024;7;23;8;259.2;-6.5;265.7;1
2024;7;23;9;173.6;-6;179.6;1
2024;7;23;10;118.8;-5.7;124.5;1
2024;7;23;11;111.7;-4.9;116.6;1
2024;7;23;12;150;-5.2;155.2;1
2024;7;23;13;222.5;-6;228.5;1
2024;7;23;14;314;-6.6;320.6;1
2024;7;23;15;403.6;-6.4;410;1
2024;7;23;16;467.3;-6.1;473.4;1
2024;7;23;17;488.1;-6.4;494.5;1
2024;7;23;18;463.6;-6.1;469.7;1
2024;7;23;19;399;-5.1;404.1;1
2024;7;23;20;304.3;-4.5;308.8;1
2024;7;23;21;200.9;-5.1;206;1
2024;7;23;22;121;-4.9;125.9;1
2024;7;23;23;87.5;-4.6;92.1;1
2024;7;24;0;103.9;-5.6;109.5;1
2024;7;24;1;161.7;-6.6;168.3;1
2024;7;24;2;245.6;-7.5;253.1;1
2024;7;24;3;335.4;-9;344.4;1
2024;7;24;4;409.2;-9.7;418.9;1
2024;7;24;5;448.8;-8.8;457.6;1
2024;7;24;6;446.1;-7.4;453.5;1
2024;7;24;7;402.4;-6.8;409.2;1
2024;7;24;8;325.4;-7.2;332.6;1
2024;7;24;9;232.7;-7.3;240;1
2024;7;24;10;151.4;-6.8;158.2;1
2024;7;24;11;107.7;-6.4;114.1;1
2024;7;24;12;112.1;-7.4;119.5;1
2024;7;24;13;160.4;-9;169.4;1
2024;7;24;14;241.4;-9.1;250.5;1
2024;7;24;15;336;-9.1;345.1;1
2024;7;24;16;421;-9.6;430.6;1
2024;7;24;17;475.1;-9.1;484.2;1
2024;7;24;18;485.5;-8.3;493.8;1
2024;7;24;19;452.8;-5.9;458.7;1
2024;7;24;20;381.3;-3.6;384.9;1
2024;7;24;21;282.5;-2.9;285.4;1
2024;7;24;22;182.6;-2.9;185.5;1
2024;7;24;23;112.6;-3.2;115.8;1
2024;7;25;0;91.6;-3.7;95.3;1
2024;7;25;1;119.7;-4.4;124.1;1
2024;7;25;2;185.6;-4.5;190.1;1
2024;7;25;3;272.3;-4.6;276.9;1
2024;7;25;4;358.5;-5.1;363.6;1
2024;7;25;5;423;-4.8;427.8;1
2024;7;25;6;449.7;-4.6;454.3;1
2024;7;25;7;435.8;-4.1;439.9;1
2024;7;25;8;385.6;-2.8;388.4;1
2024;7;25;9;306.4;-2.2;308.6;1
2024;7;25;10;217;-1.8;218.8;1
2024;7;25;11;145.8;-0.7;146.5;1
2024;7;25;12;115;-0.1;115.1;1
2024;7;25;13;130.6;-0.9;131.5;1
2024;7;25;14;186.3;-2;188.3;1
2024;7;25;15;269;-2.5;271.5;1
2024;7;25;16;359.5;-3;362.5;1
2024;7;25;17;436.2;-2.5;438.7;1
2024;7;25;18;479.4;-1.3;480.7;1
2024;7;25;19;479;-1.3;480.3;1
2024;7;25;20;437.8;-0.8;438.6;1
2024;7;25;21;363;1;362;1
2024;7;25;22;266.7;1.4;265.3;1
2024;7;25;23;174.6;-0.3;174.9;1
2024;7;26;0;117.6;-1.3;118.9;1
2024;7;26;1;109.2;-1.7;110.9;1
2024;7;26;2;145.8;-1.3;147.1;1
2024;7;26;3;214.2;-0.6;214.8;1
2024;7;26;4;296;-1.3;297.3;1
2024;7;26;5;372.6;-1.4;374;1
2024;7;26;6;424.6;-0.8;425.4;1
2024;7;26;7;440.1;-0.9;441;1
2024;7;26;8;418.7;-1.1;419.8;1
2024;7;26;9;364.4;-1.5;365.9;1
2024;7;26;10;286.7;-1.8;288.5;1
2024;7;26;11;205.6;-1.2;206.8;1
2024;7;26;12;146.4;-0.2;146.6;1
2024;7;26;13;126.2;-0.4;126.6;1
2024;7;26;14;148.8;-1;149.8;1
2024;7;26;15;206.6;-1.4;208;1
2024;7;26;16;285.3;-1.8;287.1;1
2024;7;26;17;366.8;-2;368.8;1
2024;7;26;18;432.6;-0.1;432.7;1
2024;7;26;19;465.6;1.7;463.9;1
2024;7;26;20;459;2;457;1
2024;7;26;21;416.1;2.6;413.5;1
2024;7;26;22;343.5;3.4;340.1;1
2024;7;26;23;255.4;2.8;252.6;1
2024;7;27;0;177.8;1.7;176.1;1
2024;7;27;1;135.4;1.6;133.8;1
2024;7;27;2;137;2.4;134.6;1
2024;7;27;3;176.2;3;173.2;1
2024;7;27;4;240.8;3.8;237;1
2024;7;27;5;314.2;4.2;310;1
2024;7;27;6;378.7;4.8;373.9;1
2024;7;27;7;418.5;5;413.5;1
2024;7;27;8;425.9;4.3;421.6;1
2024;7;27;9;401.5;3.3;398.2;1
2024;7;27;10;349;2.1;346.9;1
2024;7;27;11;279.3;2.4;276.9;1
2024;7;27;12;210;3.5;206.5;1
2024;7;27;13;161.3;3.5;157.8;1
2024;7;27;14;147.7;2.5;145.2;1
2024;7;27;15;171.3;1.3;170;1
2024;7;27;16;224.1;0.3;223.8;1
2024;7;27;17;293.4;-0.1;293.5;1
2024;7;27;18;363.3;0.8;362.5;1
2024;7;27;19;415.6;1.2;414.4;1
2024;7;27;20;438.5;0.5;438;1
2024;7;27;21;429.5;0.4;429.1;1
2024;7;27;22;388.9;-0.1;389;1
2024;7;27;23;323.2;-1.1;324.3;1
2024;7;28;0;247.9;-2;249.9;1
2024;7;28;1;185.6;-2.1;187.7;1
2024;7;28;2;154.4;-1.5;155.9;1
2024;7;28;3;160.1;-0.5;160.6;1
2024;7;28;4;197;0.7;196.3;1
2024;7;28;5;252.9;1;251.9;1
2024;7;28;6;313.6;0.7;312.9;1
2024;7;28;7;365.7;1;364.7;1
2024;7;28;8;397.1;1;396.1;1
2024;7;28;9;402.7;1;401.7;1
2024;7;28;10;382.6;1.9;380.7;1
2024;7;28;11;338.5;2.3;336.2;1
2024;7;28;12;279.3;2.9;276.4;1
2024;7;28;13;220.8;3.8;217;1
2024;7;28;14;180.4;4;176.4;1
2024;7;28;15;170.2;4.2;166;1
2024;7;28;16;190.7;3.8;186.9;1
2024;7;28;17;235.7;4;231.7;1
2024;7;28;18;293.1;4;289.1;1
2024;7;28;19;349.6;3.8;345.8;1
2024;7;28;20;392.3;3.4;388.9;1
2024;7;28;21;411.1;1.8;409.3;1
2024;7;28;22;404.2;1.2;403;1
2024;7;28;23;371.9;1.2;370.7;1
2024;7;29;0;317.9;0.3;317.6;1
2024;7;29;1;255.9;-0.7;256.6;1
2024;7;29;2;205.4;0;205.4;1
2024;7;29;3;180.7;1.8;178.9;1
2024;7;29;4;185;2.7;182.3;1
2024;7;29;5;214.1;2.8;211.3;1
2024;7;29;6;259.7;3.2;256.5;1
2024;7;29;7;310.2;3.5;306.7;1
2024;7;29;8;353.9;3.4;350.5;1
2024;7;29;9;381.1;2.2;378.9;1
2024;7;29;10;387.6;1;386.6;1
2024;7;29;11;374.1;2.4;371.7;1
2024;7;29;12;339.4;3.3;336.1;1
2024;7;29;13;288.1;2.1;286;1
2024;7;29;14;236.1;1.9;234.2;1
2024;7;29;15;198.2;1.9;196.3;1
2024;7;29;16;184.4;1.4;183;1
2024;7;29;17;197;1.1;195.9;1
2024;7;29;18;230.8;1.1;229.7;1
2024;7;29;19;276.9;1.3;275.6;1
2024;7;29;20;325.4;1.9;323.5;1
2024;7;29;21;366;3.2;362.8;1
2024;7;29;22;389.4;4.5;384.9;1
2024;7;29;23;389.8;4.7;385.1;1
2024;7;30;0;367.1;4.7;362.4;1
2024;7;30;1;326.1;5.6;320.5;1
2024;7;30;2;276.9;7.8;269.1;1
2024;7;30;3;232.8;9.5;223.3;1
2024;7;30;4;204.2;7.7;196.5;1
2024;7;30;5;201;6.3;194.7;1
2024;7;30;6;223.3;7.8;215.5;1
2024;7;30;7;259.3;7.5;251.8;1
2024;7;30;8;303.1;7.7;295.4;1
2024;7;30;9;344;7;337;1
2024;7;30;10;373.6;6;367.6;1
2024;7;30;11;387.6;6.8;380.8;1
2024;7;30;12;383.1;9.6;373.5;1
2024;7;30;13;357;11.3;345.7;1
2024;7;30;14;313;11.4;301.6;1
2024;7;30;15;263.6;11.7;251.9;1
2024;7;30;16;222.4;11.1;211.3;1
2024;7;30;17;200.2;9.1;191.1;1
2024;7;30;18;202.1;7.6;194.5;1
2024;7;30;19;226.5;7.9;218.6;1
2024;7;30;20;266.1;8.9;257.2;1
2024;7;30;21;311.6;9.5;302.1;1
2024;7;30;22;352.6;9.5;343.1;1
2024;7;30;23;378.9;8.1;370.8;1
2024;7;31;0;386.6;7.7;378.9;1
2024;7;31;1;372.8;8.1;364.7;1
2024;7;31;2;336.9;7.1;329.8;1
2024;7;31;3;289.3;7.4;281.9;1
2024;7;31;4;243.1;7.8;235.3;1
2024;7;31;5;211.6;7.5;204.1;1
2024;7;31;6;202.5;6.9;195.6;1
2024;7;31;7;215.6;5.9;209.7;1
2024;7;31;8;247.7;5.8;241.9;1
2024;7;31;9;291.7;6.7;285;1
2024;7;31;10;337.6;7.7;329.9;1
2024;7;31;11;375.1;8.8;366.3;1
2024;7;31;12;395.6;9.4;386.2;1
2024;7;31;13;395.5;10.5;385;1
2024;7;31;14;372.2;11.3;360.9;1
2024;7;31;15;327.1;10.1;317;1
2024;7;31;16;271.8;8.2;263.6;1
2024;7;31;17;222.6;6.4;216.2;1
2024;7;31;18;193;5.3;187.7;1
2024;7;31;19;188.9;5.4;183.5;1
2024;7;31;20;209.1;6.5;202.6;1
2024;7;31;21;248.5;8.2;240.3;1
2024;7;31;22;297.2;8.9;288.3;1
2024;7;31;23;345;9.7;335.3;1
2024;8;1;0;381.4;11.3;370.1;1
2024;8;1;1;396;11.9;384.1;1
2024;8;1;2;385.2;11.4;373.8;1
2024;8;1;3;350.7;11.1;339.6;1
2024;8;1;4;299.7;10.6;289.1;1
2024;8;1;5;246.9;9.6;237.3;1
2024;8;1;6;208;8.1;199.9;1
2024;8;1;7;193.2;6.6;186.6;1
2024;8;1;8;205.2;6.2;199;1
2024;8;1;9;239.7;6.6;233.1;1
2024;8;1;10;288.3;6.9;281.4;1
2024;8;1;11;340.7;7.4;333.3;1
2024;8;1;12;385.3;8.8;376.5;1
2024;8;1;13;411.2;9.9;401.3;1
2024;8;1;14;411.7;10;401.7;1
2024;8;1;15;384.4;9;375.4;1
2024;8;1;16;333.7;7.9;325.8;1
2024;8;1;17;271.6;7.2;264.4;1
2024;8;1;18;214.3;5.5;208.8;1
2024;8;1;19;178.3;4.4;173.9;1
2024;8;1;20;172.7;5.5;167.2;1
2024;8;1;21;195.4;7.4;188;1
2024;8;1;22;240.1;9;231.1;1
2024;8;1;23;296.6;9.9;286.7;1
2024;8;2;0;351.4;10;341.4;1
2024;8;2;1;391.1;9.7;381.4;1
2024;8;2;2;406.5;9.3;397.2;1
2024;8;2;3;393.8;9.4;384.4;1
2024;8;2;4;353.9;9.6;344.3;1
2024;8;2;5;295.7;9.4;286.3;1
2024;8;2;6;235.7;8.6;227.1;1
2024;8;2;7;191.8;6.6;185.2;1
2024;8;2;8;176.5;4.6;171.9;1
2024;8;2;9;192.6;3.7;188.9;1
2024;8;2;10;235;4.1;230.9;1
2024;8;2;11;295.3;6.8;288.5;1
2024;8;2;12;357.2;8.5;348.7;1
2024;8;2;13;405.3;8.4;396.9;1
2024;8;2;14;428.7;6.9;421.8;1
2024;8;2;15;422.2;4.6;417.6;1
2024;8;2;16;386.9;3.8;383.1;1
2024;8;2;17;327.2;4;323.2;1
2024;8;2;18;255.7;3.6;252.1;1
2024;8;2;19;193.2;3.2;190;1
2024;8;2;20;157.3;3.1;154.2;1
2024;8;2;21;154.4;2.6;151.8;1
2024;8;2;22;183;1.9;181.1;1
2024;8;2;23;237.3;2.8;234.5;1
2024;8;3;0;303.3;3.6;299.7;1
2024;8;3;1;363.9;3.7;360.2;1
2024;8;3;2;404.1;3.6;400.5;1
2024;8;3;3;413.9;2.7;411.2;1
2024;8;3;4;392;2.5;389.5;1
2024;8;3;5;342.4;3.4;339;1
2024;8;3;6;275.6;4.3;271.3;1
2024;8;3;7;210.6;4.1;206.5;1
2024;8;3;8;168.3;3.1;165.2;1
2024;8;3;9;160.3;1.7;158.6;1
2024;8;3;10;186.8;0.7;186.1;1
2024;8;3;11;241.2;1.4;239.8;1
2024;8;3;12;310.3;2.6;307.7;1
2024;8;3;13;378.2;4.3;373.9;1
2024;8;3;14;426.8;4.8;422;1
2024;8;3;15;443.8;3.1;440.7;1
2024;8;3;16;427.1;1.1;426;1
2024;8;3;17;379.7;0.8;378.9;1
2024;8;3;18;308.2;1.1;307.1;1
2024;8;3;19;229.5;1.3;228.2;1
2024;8;3;20;167.4;2;165.4;1
2024;8;3;21;138.7;2.8;135.9;1
2024;8;3;22;147.5;2.8;144.7;1
2024;8;3;23;189.8;2.9;186.9;1
2024;8;4;0;255;2.8;252.2;1
2024;8;4;1;327.3;2.2;325.1;1
2024;8;4;2;388.5;2.4;386.1;1
2024;8;4;3;421.8;2.1;419.7;1
2024;8;4;4;420.7;1.8;418.9;1
2024;8;4;5;386.1;2.1;384;1
2024;8;4;6;324.6;3.3;321.3;1
2024;8;4;7;251;5.3;245.7;1
2024;8;4;8;186.3;5.7;180.6;1
2024;8;4;9;151.7;4.7;147;1
2024;8;4;10;156.8;3.6;153.2;1
2024;8;4;11;198.1;3.4;194.7;1
2024;8;4;12;264.2;3.4;260.8;1
2024;8;4;13;341.2;4.5;336.7;1
2024;8;4;14;409.5;5.8;403.7;1
2024;8;4;15;450.4;5.6;444.8;1
2024;8;4;16;455.8;4.6;451.2;1
2024;8;4;17;425.2;3.2;422;1
2024;8;4;18;363.8;2.7;361.1;1
2024;8;4;19;283;3.7;279.3;1
2024;8;4;20;202.8;4.7;198.1;1
2024;8;4;21;147.8;5.6;142.2;1
2024;8;4;22;131.7;5.5;126.2;1
2024;8;4;23;155.9;5.3;150.6;1
2024;8;5;0;213;5.9;207.1;1
2024;8;5;1;286.3;3.9;282.4;1
2024;8;5;2;359.7;2.3;357.4;1
2024;8;5;3;414.9;3.3;411.6;1
2024;8;5;4;436.4;4.6;431.8;1
2024;8;5;5;419.2;3.8;415.4;1
2024;8;5;6;369.1;3.1;366;1
2024;8;5;7;297.2;4.6;292.6;1
2024;8;5;8;219.8;5.4;214.4;1
2024;8;5;9;161.9;5.5;156.4;1
2024;8;5;10;142.2;5;137.2;1
2024;8;5;11;163.5;3.8;159.7;1
2024;8;5;12;219.4;3.7;215.7;1
2024;8;5;13;295.2;3.3;291.9;1
2024;8;5;14;373.9;3.5;370.4;1
2024;8;5;15;434.4;3.4;431;1
2024;8;5;16;461.3;2.7;458.6;1
2024;8;5;17;450.5;1.7;448.8;1
2024;8;5;18;404.5;0.4;404.1;1
2024;8;5;19;332;1;331;1
2024;8;5;20;247.4;3;244.4;1
2024;8;5;21;173.8;4.7;169.1;1
2024;8;5;22;132.2;4.4;127.8;1
2024;8;5;23;132.9;3;129.9;1
2024;8;6;0;174.1;3.1;171;1
2024;8;6;1;242;2.2;239.8;1
2024;8;6;2;320.3;0.7;319.6;1
2024;8;6;3;390.6;1.6;389;1
2024;8;6;4;431.8;2.6;429.2;1
2024;8;6;5;434.8;2.8;432;1
2024;8;6;6;401.9;2.8;399.1;1
2024;8;6;7;339.9;3.2;336.7;1
2024;8;6;8;261.2;3.5;257.7;1
2024;8;6;9;187.6;3.3;184.3;1
2024;8;6;10;144;3.2;140.8;1
2024;8;6;11;142.6;2.6;140;1
2024;8;6;12;180.9;1.7;179.2;1
2024;8;6;13;248.4;1.3;247.1;1
2024;8;6;14;328.9;0.9;328;1
2024;8;6;15;403.8;1.9;401.9;1
2024;8;6;16;451.2;2.2;449;1
2024;8;6;17;459.6;0.6;459;1
2024;8;6;18;431.6;-0.6;432.2;1
2024;8;6;19;373.5;-0.3;373.8;1
2024;8;6;20;293.8;0.5;293.3;1
2024;8;6;21;211.1;1.4;209.7;1
2024;8;6;22;150.6;2.3;148.3;1
2024;8;6;23;128.1;1.2;126.9;1
2024;8;7;0;147.5;-0.6;148.1;1
2024;8;7;1;202.2;-1.3;203.5;1
2024;8;7;2;276.7;-2.7;279.4;1
2024;8;7;3;352.4;-3.8;356.2;1
2024;8;7;4;410.2;-2.3;412.5;1
2024;8;7;5;433.2;-1;434.2;1
2024;8;7;6;418.2;-0.8;419;1
2024;8;7;7;370.5;-1.1;371.6;1
2024;8;7;8;298.7;-2.2;300.9;1
2024;8;7;9;220.7;-2.6;223.3;1
2024;8;7;10;160.1;-2.4;162.5;1
2024;8;7;11;135.8;-2.4;138.2;1
2024;8;7;12;152.5;-3.6;156.1;1
2024;8;7;13;204.2;-4.9;209.1;1
2024;8;7;14;278;-6;284;1
2024;8;7;15;356.3;-6.3;362.6;1
2024;8;7;16;418.4;-6;424.4;1
2024;8;7;17;447.2;-6.2;453.4;1
2024;8;7;18;439;-6.2;445.2;1
2024;8;7;19;398;-5.7;403.7;1
2024;8;7;20;330.9;-4.9;335.8;1
2024;8;7;21;250.7;-4.1;254.8;1
2024;8;7;22;179.4;-3;182.4;1
2024;8;7;23;137.3;-3.4;140.7;1
2024;8;8;0;135;-5.2;140.2;1
2024;8;8;1;171.2;-6.6;177.8;1
2024;8;8;2;235.5;-7;242.5;1
2024;8;8;3;310.8;-7.5;318.3;1
2024;8;8;4;377.2;-7.4;384.6;1
2024;8;8;5;417.3;-5.8;423.1;1
2024;8;8;6;421.9;-3.9;425.8;1
2024;8;8;7;391.8;-3.3;395.1;1
2024;8;8;8;334.3;-3.4;337.7;1
2024;8;8;9;260.5;-4.7;265.2;1
2024;8;8;10;191.2;-5.4;196.6;1
2024;8;8;11;148.9;-4.8;153.7;1
2024;8;8;12;143.6;-5.7;149.3;1
2024;8;8;13;175.6;-7.3;182.9;1
2024;8;8;14;237.1;-7.6;244.7;1
2024;8;8;15;312.3;-7.4;319.7;1
2024;8;8;16;381.3;-7.6;388.9;1
2024;8;8;17;425.9;-7.6;433.5;1
2024;8;8;18;436.1;-7.6;443.7;1
2024;8;8;19;412.5;-7.3;419.8;1
